Identified Proteins (1228)	Accession Number	Molecular Weight	Protein Grouping Ambiguity	Galpha8
Threonine ammonia-lyase OS=Dictyostelium discoideum GN=DDB_G0277245 PE=4 SV=1	tr|Q86AP7|Q86AP7_DICDI	131 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_G0288519 PE=4 SV=1	tr|Q54IU1|Q54IU1_DICDI	52 kDa	TRUE	0
ARF-like protein OS=Dictyostelium discoideum GN=arl1 PE=3 SV=2	tr|Q54JB7|Q54JB7_DICDI	20 kDa		4
NADH-ubiquinone oxidoreductase chain 2 OS=Dictyostelium discoideum GN=nad2 PE=3 SV=1	sp|O21048|NU2M_DICDI	55 kDa		4
Thioredoxin-3 OS=Dictyostelium discoideum GN=trxC PE=1 SV=2	sp|P29447|THIO3_DICDI	12 kDa		0
Cell surface glycoprotein gp138 OS=Dictyostelium discoideum GN=GP138C PE=4 SV=1	tr|O96070|O96070_DICDI	82 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0202949 PE=4 SV=1	tr|Q551A9|Q551A9_DICDI	88 kDa	TRUE	0
Pyruvate dehydrogenase E1 component (EC	sp|P0AFG8|ODP1_ECOLI	100 kDa	TRUE	0
Autophagy-related protein 7 OS=Dictyostelium discoideum GN=atg7 PE=3 SV=1	sp|Q86CR9|ATG7_DICDI	80 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0187238 PE=4 SV=1	tr|Q54KY9|Q54KY9_DICDI	33 kDa		4
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0217155 PE=4 SV=1	tr|Q557I5|Q557I5_DICDI	32 kDa		3
60S ribosomal protein L35 OS=Dictyostelium discoideum GN=rpl35 PE=3 SV=1	sp|Q54J23|RL35_DICDI	14 kDa	TRUE	0
Putative thioredoxin-5 OS=Dictyostelium discoideum GN=trxE PE=3 SV=1	sp|Q54KN7|THIO5_DICDI	12 kDa		0
Diphthine synthase OS=Dictyostelium discoideum GN=dph5 PE=3 SV=1	sp|Q75JG8|DPH5_DICDI	31 kDa		0
Isochorismatase family protein 2B OS=Dictyostelium discoideum GN=DDB_G0283199 PE=3 SV=1	sp|Q54RC7|ISC2B_DICDI	24 kDa		2
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0203978 PE=4 SV=1	tr|Q54UI8|Q54UI8_DICDI	32 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0167842 PE=4 SV=1	tr|Q86J14|Q86J14_DICDI	35 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0217816 PE=4 SV=1	tr|Q551J1|Q551J1_DICDI	35 kDa		2
FK506-binding protein 3 OS=Dictyostelium discoideum GN=fkbp3 PE=2 SV=1	sp|Q54N80|FKBP3_DICDI	21 kDa		3
SH3 and FCH domain-containing protein DDB_G0274695 OS=Dictyostelium discoideum GN=DDB_G0274695 PE=4 SV=1	sp|Q555L8|Y4695_DICDI	44 kDa		0
Peptidase C53 family protein OS=Dictyostelium discoideum GN=DDB_G0275693 PE=2 SV=1	tr|Q95UC5|Q95UC5_DICDI	77 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0188673 PE=4 SV=1	tr|Q54GQ7|Q54GQ7_DICDI	46 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0204670 PE=4 SV=1	rtr|Q54TF2|Q54TF2_DICDI	89 kDa		2
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0187714 PE=4 SV=1	tr|Q54JL5|Q54JL5_DICDI	39 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0215759 PE=4 SV=1	tr|Q54PL4|Q54PL4_DICDI	24 kDa		2
Cullin-2 OS=Dictyostelium discoideum GN=culB PE=2 SV=1	sp|Q9XZJ3|CUL2_DICDI	90 kDa	TRUE	0
Serine/threonine-protein phosphatase 2A regulatory subunit phr2AB OS=Dictyostelium discoideum GN=phr2AB PE=3 SV=1	sp|Q54Q99|PH2AB_DICDI	55 kDa	TRUE	2
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0169426 PE=4 SV=1	tr|Q7KWR8|Q7KWR8_DICDI	15 kDa		2
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0203511 PE=4 SV=1	tr|Q552H9|Q552H9_DICDI	56 kDa		2
Protein hook homolog OS=Dictyostelium discoideum GN=hook PE=3 SV=1	sp|Q54IK9|HOOK_DICDI	84 kDa		0
"Ribosomal protein L15, mitochondrial OS=Dictyostelium discoideum GN=mrpl15 PE=3 SV=1"	tr|Q54PP3|Q54PP3_DICDI	28 kDa		0
Ras-related GTP-binding protein A OS=Dictyostelium discoideum GN=ragA PE=2 SV=1	sp|Q54IK1|RRAGA_DICDI	35 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0188759 PE=4 SV=1	tr|Q54GG6|Q54GG6_DICDI	41 kDa		2
WD40 repeat-containing protein OS=Dictyostelium discoideum GN=utp5 PE=4 SV=1	tr|Q8T2Q3|Q8T2Q3_DICDI	65 kDa	TRUE	3
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0187741 PE=4 SV=1	tr|Q54JI8|Q54JI8_DICDI	53 kDa		0
Protein arginine N-methyltransferase 1 OS=Dictyostelium discoideum GN=prmt1 PE=3 SV=1	sp|Q54EF2|ANM1_DICDI	39 kDa		2
Citrate lyase subunit beta-like protein OS=Dictyostelium discoideum GN=clybl PE=4 SV=1	tr|Q54Q74|Q54Q74_DICDI	41 kDa		3
Putative acetyltransferase DDB_G0275507 OS=Dictyostelium discoideum GN=DDB_G0275507 PE=3 SV=1	sp|Q86A05|Y5507_DICDI	21 kDa		2
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_G0295739 PE=4 SV=1	tr|C7G071|C7G071_DICDI	38 kDa		0
Hydroxymethylglutaryl-CoA synthase A OS=Dictyostelium discoideum GN=hgsA PE=1 SV=2	sp|P54872|HMCSA_DICDI	54 kDa		0
Probable carboxypeptidase S-like 2 OS=Dictyostelium discoideum GN=DDB_G0267984 PE=3 SV=1	sp|Q55FR8|CBPS2_DICDI	59 kDa		2
Myosin light chain kinase A OS=Dictyostelium discoideum GN=mlkA PE=1 SV=2	sp|P25323|MYLKA_DICDI	33 kDa		0
LIM domain-containing protein C OS=Dictyostelium discoideum GN=limC PE=2 SV=1	sp|Q9BIW5|LIMC_DICDI	21 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0206203 PE=4 SV=1	tr|Q54XQ5|Q54XQ5_DICDI	36 kDa		3
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0216796 PE=4 SV=1	tr|Q55BE9|Q55BE9_DICDI	48 kDa	TRUE	2
Squalene monooxygenase OS=Dictyostelium discoideum GN=sqle PE=4 SV=1	tr|Q54BK7|Q54BK7_DICDI	55 kDa		0
Geranylgeranyl transferase type-1 subunit beta OS=Dictyostelium discoideum GN=pggt1b PE=2 SV=1	sp|Q55DA3|PGTB1_DICDI	39 kDa		3
NUDIX hydrolase family protein OS=Dictyostelium discoideum GN=DDB_0189010 PE=4 SV=1	tr|Q54FR0|Q54FR0_DICDI	21 kDa		5
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0186849 PE=4 SV=1	tr|Q54M57|Q54M57_DICDI	58 kDa		5
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_G0289171 PE=4 SV=1	tr|Q54HW8|Q54HW8_DICDI	39 kDa		4
26S protease regulatory subunit 6B homolog OS=Dictyostelium discoideum GN=psmC4 PE=1 SV=1	sp|P34123|PRS6B_DICDI	46 kDa	TRUE	0
SURF1-like protein OS=Dictyostelium discoideum GN=surf1-1 PE=3 SV=2	sp|Q556J9|SURF1_DICDI	32 kDa		3
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0185734 PE=4 SV=1	tr|Q54QF3|Q54QF3_DICDI	29 kDa	TRUE	4
Aldo-keto reductase OS=Dictyostelium discoideum GN=alrD PE=4 SV=1	tr|Q54NR0|Q54NR0_DICDI	33 kDa		3
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0185376 PE=4 SV=1	tr|Q54RI2|Q54RI2_DICDI	45 kDa		2
30S ribosomal protein S1.	sp|P0AG67|RS1_ECOLI	61 kDa		2
P-type ATPase OS=Dictyostelium discoideum GN=DDB_0190219 PE=4 SV=1	tr|Q55E61|Q55E61_DICDI	148 kDa		2
Probable serine carboxypeptidase CPVL OS=Dictyostelium discoideum GN=cpvl PE=3 SV=1	sp|Q869Q8|CPVL_DICDI	57 kDa		2
Proteasomal ubiquitin receptor ADRM1 homolog OS=Dictyostelium discoideum GN=adrm1-1 PE=1 SV=1	sp|Q556N5|ADRM1_DICDI	32 kDa	TRUE	0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0189134 PE=4 SV=1	tr|Q54FF8|Q54FF8_DICDI	20 kDa		0
U1 small nuclear ribonucleoprotein 70 kDa OS=Dictyostelium discoideum GN=snrnp70 PE=3 SV=1	sp|Q55FQ0|RU17_DICDI	53 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_G0283871 PE=4 SV=1	tr|Q54QJ8|Q54QJ8_DICDI	30 kDa		2
Osmotically inducible family protein OS=Dictyostelium discoideum GN=DDB_0190245 PE=4 SV=1	tr|Q55E30|Q55E30_DICDI	17 kDa		3
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0187661 PE=4 SV=1	tr|Q54JS1|Q54JS1_DICDI	52 kDa		2
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0216575 PE=4 SV=1	tr|Q55FP6|Q55FP6_DICDI	53 kDa		2
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0205662 PE=4 SV=1	tr|Q54X39|Q54X39_DICDI	28 kDa	TRUE	0
26S proteasome non-ATPase regulatory subunit 14 OS=Dictyostelium discoideum GN=psmD14 PE=3 SV=1	sp|Q86IJ1|PSDE_DICDI	34 kDa		0
tRNA pseudouridine synthase D OS=Dictyostelium discoideum GN=pus7 PE=4 SV=1	tr|Q86JH5|Q86JH5_DICDI	83 kDa		0
Exportin-4 OS=Dictyostelium discoideum GN=xpo4 PE=3 SV=1	sp|Q54UP5|XPO4_DICDI	130 kDa		0
Coatomer subunit beta' OS=Dictyostelium discoideum GN=copb2 PE=3 SV=1	rsp|Q54YD8|COPB2_DICDI	113 kDa		0
Ras guanine nucleotide exchange factor F OS=Dictyostelium discoideum GN=gefF PE=2 SV=1	sp|Q54C94|GEFF_DICDI	126 kDa		2
Putative uncharacterized protein OS=Dictyostelium discoideum GN=gag PE=2 SV=1	tr|O15723|O15723_DICDI (+2)	43 kDa	TRUE	0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0188514 PE=4 SV=1	tr|Q54H66|Q54H66_DICDI	10 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0186532 PE=4 SV=1	tr|Q54N53|Q54N53_DICDI	21 kDa		0
Peptidase C1A family protein OS=Dictyostelium discoideum GN=DDB_0206429 PE=3 SV=1	tr|Q54VR1|Q54VR1_DICDI	32 kDa		3
Dolichol-phosphate mannosyltransferase OS=Dictyostelium discoideum GN=dpm1 PE=3 SV=1	sp|Q54LP3|DPM1_DICDI	29 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0206357 PE=4 SV=1	tr|Q54VY1|Q54VY1_DICDI	38 kDa		0
"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial OS=Dictyostelium discoideum GN=ndufs7 PE=3 SV=1"	sp|Q54NI6|NDUS7_DICDI	20 kDa		0
Phosphate acetyltransferase (EC 2.3.1.8)	sp|P0A9M8|PTA_ECOLI	77 kDa		0
Protein arginine N-methyltransferase 2 OS=Dictyostelium discoideum GN=prmt2 PE=3 SV=1	sp|Q54HI0|ANM2_DICDI	59 kDa		2
40S ribosomal protein S28 OS=Dictyostelium discoideum GN=rps28 PE=3 SV=1	sp|Q54MZ5|RS28_DICDI	8 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0188677 PE=4 SV=1	tr|Q54GQ3|Q54GQ3_DICDI	43 kDa		0
Deoxyhypusine hydroxylase OS=Dictyostelium discoideum GN=dohh-1 PE=3 SV=1	sp|Q556G4|DOHH_DICDI	35 kDa		0
Probable ubiquitin-conjugating enzyme E2 variant OS=Dictyostelium discoideum GN=ube2v PE=3 SV=1	sp|Q54D06|UBE2V_DICDI	15 kDa		0
Probable inosine triphosphate pyrophosphatase OS=Dictyostelium discoideum GN=itpa PE=3 SV=1	sp|Q54LQ6|ITPA_DICDI	22 kDa		4
Signal peptidase complex catalytic subunit sec11 OS=Dictyostelium discoideum GN=sec11 PE=3 SV=1	sp|Q86JD4|SEC11_DICDI	20 kDa		2
Probable cytochrome b-c1 complex subunit 7 OS=Dictyostelium discoideum GN=DDB_G0286171 PE=3 SV=1	sp|Q54M82|QCR7_DICDI	13 kDa		0
Casein kinase I OS=Dictyostelium discoideum GN=cak1-1 PE=1 SV=1	sp|Q556Y4|KC1_DICDI	49 kDa		0
Counting factor-associated protein C OS=Dictyostelium discoideum GN=cfaC PE=4 SV=1	sp|Q86HB8|CFAC_DICDI	24 kDa	TRUE	3
Cytochrome c oxidase subunit 5 OS=Dictyostelium discoideum GN=cxeA PE=1 SV=3	sp|P29505|COX5_DICDI	13 kDa	TRUE	0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0216102 PE=4 SV=1	tr|Q54HI5|Q54HI5_DICDI	81 kDa	TRUE	0
Probable ornithine decarboxylase OS=Dictyostelium discoideum GN=odc PE=3 SV=1	sp|Q54UF3|DCOR_DICDI	52 kDa		0
D-methionine-binding lipoprotein metQ pr	sp|P28635|METQ_ECOLI	29 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0189200 PE=4 SV=1	tr|Q54F95|Q54F95_DICDI	35 kDa	TRUE	2
Small glutamine-rich tetratricopeptide repeat-containing protein OS=Dictyostelium discoideum GN=sgt PE=1 SV=1	sp|Q54VG4|SGT_DICDI	37 kDa	TRUE	0
Short-chain dehydrogenase/reductase family protein OS=Dictyostelium discoideum GN=DDB_0188841 PE=3 SV=1	tr|Q54G79|Q54G79_DICDI	34 kDa		0
Sphingomyelin phosphodiesterase A OS=Dictyostelium discoideum GN=sgmA PE=3 SV=1	sp|Q55C09|SGMA_DICDI	65 kDa		2
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0168344 PE=4 SV=2	tr|Q8T2R4|Q8T2R4_DICDI	17 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0189485 PE=4 SV=1	tr|Q55GD7|Q55GD7_DICDI	16 kDa		0
Small heat shock protein hspL OS=Dictyostelium discoideum GN=hspL PE=3 SV=1	sp|Q55GH8|HSPL_DICDI	15 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0187407 PE=4 SV=1	tr|Q54KJ9|Q54KJ9_DICDI	20 kDa		2
Extracellular superoxide dismutase [Cu-Zn] 2 OS=Dictyostelium discoideum GN=sodB PE=2 SV=1	sp|Q54RN1|SODC2_DICDI	45 kDa		2
EGF-like domain-containing protein OS=Dictyostelium discoideum GN=DDB_G0286867 PE=4 SV=2	tr|Q54L67|Q54L67_DICDI	160 kDa		2
Peptidase S28 family protein OS=Dictyostelium discoideum GN=DDB_G0290139 PE=4 SV=2	tr|Q54GI7|Q54GI7_DICDI	53 kDa		3
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0187209 PE=4 SV=1	tr|Q54L19|Q54L19_DICDI	34 kDa		3
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0217857 PE=4 SV=1	tr|Q550W5|Q550W5_DICDI	32 kDa		0
Eukaryotic translation initiation factor 3 subunit G OS=Dictyostelium discoideum GN=eif3g PE=3 SV=1	sp|Q54WM4|EIF3G_DICDI	27 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0167377 PE=4 SV=1	tr|Q86I71|Q86I71_DICDI	10 kDa		0
COMM domain-containing protein 7 OS=Dictyostelium discoideum GN=commd7 PE=4 SV=1	sp|Q86I14|COMD7_DICDI	24 kDa		2
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0217949 PE=4 SV=1	tr|Q54ZW2|Q54ZW2_DICDI	15 kDa		2
UPF0522 protein A OS=Dictyostelium discoideum GN=DDB_G0288095 PE=3 SV=1	sp|Q54JE8|U522A_DICDI	54 kDa		3
Uncharacterized mitochondrial protein Mp05 OS=Dictyostelium discoideum GN=DidioMp05 PE=4 SV=1	sp|O21050|MP05_DICDI	53 kDa	TRUE	2
DUF544 family protein OS=Dictyostelium discoideum GN=fam63A PE=4 SV=1	tr|Q55D67|Q55D67_DICDI	46 kDa		0
Superoxide dismutase [Cu-Zn] 5 OS=Dictyostelium discoideum GN=sodE PE=3 SV=1	sp|Q54G70|SODC5_DICDI	16 kDa		0
DNA-directed RNA polymerase alpha chain	sp|P0A7Z4|RPOA_ECOLI	37 kDa		0
Ubiquitin carrier protein OS=Dictyostelium discoideum GN=DDB_0188059 PE=3 SV=1	tr|Q54IK3|Q54IK3_DICDI	66 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0204253 PE=4 SV=1	tr|Q54TC4|Q54TC4_DICDI	66 kDa		2
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0189492 PE=4 SV=1	tr|Q55GC9|Q55GC9_DICDI	26 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0184122 PE=4 SV=1	tr|Q54DZ8|Q54DZ8_DICDI	55 kDa		0
Proteasome activator 28 OS=Dictyostelium discoideum GN=psmE3 PE=1 SV=1	sp|Q967U1|PSME_DICDI	26 kDa	TRUE	2
WD40 repeat-containing protein OS=Dictyostelium discoideum GN=nup43 PE=4 SV=1	tr|Q54Z22|Q54Z22_DICDI	47 kDa		2
Ras-related protein Rab-21 OS=Dictyostelium discoideum GN=rab21 PE=1 SV=2	sp|P34142|RAB21_DICDI	23 kDa		0
Acyl-protein thioesterase 1 homolog 2 OS=Dictyostelium discoideum GN=DDB_G0268064 PE=2 SV=1	sp|Q55FK4|APT12_DICDI	25 kDa	TRUE	0
ATPase subunit 4 OS=Dictyostelium discoideum GN=atp4 PE=4 SV=1	tr|A9CLV8|A9CLV8_DICDI	15 kDa		0
"Uncharacterized protein family, carbohydrate kinase-related OS=Dictyostelium discoideum GN=DDB_0189092 PE=4 SV=1"	tr|Q54FJ9|Q54FJ9_DICDI	33 kDa		2
Ubiquitin carboxyl-terminal hydrolase OS=Dictyostelium discoideum GN=usp40 PE=3 SV=1	tr|Q54H96|Q54H96_DICDI	190 kDa		0
Palmitoyl-protein thioesterase 2 OS=Dictyostelium discoideum GN=ppt2 PE=4 SV=1	tr|Q54IE5|Q54IE5_DICDI	35 kDa		2
DNA-directed RNA polymerase II subunit rpb3 OS=Dictyostelium discoideum GN=polr2c PE=3 SV=1	sp|Q54DH7|RPB3_DICDI	34 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0183821 PE=4 SV=1	tr|Q54EU8|Q54EU8_DICDI	26 kDa		2
Probable ran guanine nucleotide release factor OS=Dictyostelium discoideum GN=mog1 PE=3 SV=1	sp|Q54ML6|MOG1_DICDI	22 kDa		2
Rab escort protein OS=Dictyostelium discoideum GN=DDB_G0280143 PE=4 SV=1	rtr|Q54VT9|Q54VT9_DICDI	75 kDa		0
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0184562 PE=4 SV=1	tr|Q54CT5|Q54CT5_DICDI	41 kDa		0
Translation initiation factor eIF-2B subunit alpha OS=Dictyostelium discoideum GN=eif2b1 PE=3 SV=1	sp|Q54I81|EI2BA_DICDI	36 kDa		0
